"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
25020,50,"RL",6537,"Inside","1Fam","1.5Sto",5,8,1875,1995,"Gable","TA","Gd","CBlock","TA","TA","No","Unf",0,"N",759,238,0,1008,1,0,2,1,"TA",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,5,2010,"Normal",109063
25152,20,"RL",8661,"Inside","1Fam","1Story",5,3,1952,1952,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",296,"Y",1040,0,0,1048,1,0,3,1,"TA",5,"Typ",0,NA,NA,NA,0,0,NA,NA,0,7,2007,"Normal",70619
25174,190,"RL",12322,"Inside","Duplex","1.5Sto",4,4,1941,1944,"Gable","TA","Fa","BrkTil","Gd","TA","No","BLQ",332,"N",690,259,0,967,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd","Unf",1,274,"TA","TA",0,7,2008,"Normal",74951
25284,70,"RM",9243,"Inside","1Fam","2Story",7,9,1920,1983,"Hip","TA","Gd","PConc","TA","TA","No","ALQ",625,"Y",802,642,0,1488,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd","Unf",2,332,"TA","TA",0,7,2009,"Normal",131776
25416,20,"RL",10986,"Corner","1Fam","1Story",5,8,1976,2002,"Gable","Gd","Gd","CBlock","Gd","TA","Gd","ALQ",1160,"Y",1374,0,0,1449,2,0,3,1,"Gd",6,"Typ",1,"Fa","Attchd","RFn",2,528,"TA","TA",0,7,2006,"Normal",262689
25438,80,"RL",9797,"Inside","1Fam","2.5Sto",5,8,1965,1990,"Gable","TA","Gd","PConc","TA","TA","Gd","ALQ",660,"Y",1261,0,0,1275,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,485,"TA","TA",0,10,2007,"Normal",193231
25460,120,"RL",4756,"Inside","Twnhs","1Story",7,5,2007,2003,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",926,"Y",1299,0,0,1325,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,644,"TA","TA",0,7,2008,"Normal",280254
25504,60,"RL",9358,"Inside","1Fam","2Story",6,6,1972,1972,"Hip","Gd","TA","CBlock","TA","TA","No","ALQ",431,"Y",939,939,0,1940,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",2,535,"Gd","TA",0,7,2007,"Normal",227977
25548,20,"RL",15354,"CulDSac","1Fam","1Story",6,7,1954,1996,"Hip","Gd","TA","CBlock","TA","TA","No","BLQ",714,"Y",1609,0,0,1711,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","Unf",2,886,"TA","TA",0,11,2007,"Normal",268668
25570,20,"RL",8695,"Inside","1Fam","1Story",5,5,1964,1964,"Gable","TA","TA","CBlock","Gd","TA","No","BLQ",497,"Y",874,0,0,904,1,0,3,1,"TA",5,"Typ",1,"Po","Attchd","Fin",2,468,"TA","TA",0,5,2006,"Normal",122953
25592,90,"RL",13124,"Inside","Duplex","2.5Sto",4,4,1968,1968,"Gable","TA","TA","CBlock","Gd","TA","Av","GLQ",1222,"Y",1217,0,0,1209,0,2,0,2,"TA",6,"Typ",0,NA,"Other","Unf",2,393,"Fa","TA",0,1,2007,"Abnorml",135012
25636,20,"RL",9755,"Inside","1Fam","1Story",7,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1500,0,0,1495,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,631,"TA","TA",0,9,2008,"Abnorml",250474
25680,60,"RL",10919,"Inside","1Fam","2Story",6,5,1991,1991,"Gable","TA","TA","PConc","Gd","TA","No","GLQ",775,"Y",985,723,0,1599,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,488,"TA","TA",0,2,2005,"Normal",168671
25746,80,"RL",10093,"Inside","1Fam","2.5Sto",6,6,1975,1975,"Gable","TA","TA","CBlock","TA","TA","Av","ALQ",505,"Y",1081,0,0,1130,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd","Fin",1,342,"TA","TA",597,7,2008,"Normal",181574
25834,70,"RL",16570,"Inside","1Fam","2Story",6,8,1932,1946,"Gable","TA","TA","BrkTil","Gd","TA","No","LwQ",492,"Y",1153,1140,0,2413,2,1,4,1,"TA",9,"Typ",1,"Gd","Detchd","Unf",2,355,"TA","TA",0,7,2005,"Normal",181065
25856,50,"RL",10699,"Inside","1Fam","1.5Sto",8,5,1992,1996,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",732,"Y",2218,768,0,2955,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd","Fin",2,553,"TA","TA",0,4,2007,"Normal",224570
25944,20,"RL",7976,"Corner","1Fam","1Story",5,5,1950,1950,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"Y",1099,0,0,1142,1,0,3,1,"TA",5,"Min",1,"Gd",NA,NA,0,0,NA,NA,0,4,2006,"Normal",76525
25966,60,"RL",10972,"Corner","1Fam","2Story",7,5,1990,1988,"Gable","TA","TA","BrkTil","Gd","TA","No","LwQ",1241,"Y",1268,1189,0,2559,2,1,4,1,"TA",8,"Typ",0,NA,"Attchd","Fin",2,713,"TA","TA",0,4,2005,"Normal",200542
26076,50,"RL",9599,"Inside","1Fam","1.5Sto",5,7,1924,1940,"Gable","TA","Gd","BrkTil","TA","TA","No","BLQ",377,"Y",922,279,0,1269,1,0,4,1,"TA",7,"Typ",0,NA,"Attchd","Unf",1,402,"TA","TA",0,3,2006,"Normal",128569
26142,60,"RL",8995,"Inside","1Fam","2Story",7,5,1994,1994,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",849,834,0,1731,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,508,"TA","TA",0,7,2009,"Normal",182766
26164,60,"RL",7344,"Inside","1Fam","2Story",7,5,1991,1991,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",1064,769,0,1780,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,456,"TA","TA",0,6,2010,"Normal",164465
26186,190,"RL",32961,"Inside","Duplex","1Story",4,4,1961,1967,"Gable","TA","Gd","CBlock","TA","TA","Av","BLQ",1183,"Y",1625,0,0,1647,1,0,3,1,"TA",7,"Typ",1,"TA","Other","Fin",4,1384,"TA","TA",0,3,2007,"Normal",183939
26230,50,"RM",9214,"Inside","1Fam","1.5Sto",5,8,1925,1989,"Hip","TA","TA","PConc","TA","TA","Mn","Unf",0,"Y",868,610,0,1439,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd","Unf",1,253,"TA","Fa",0,7,2006,"Normal",131394
26274,60,"RL",9503,"Corner","1Fam","2Story",6,7,1963,1963,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",358,"Y",631,703,0,1322,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd","Fin",1,288,"TA","TA",0,3,2010,"Normal",140169
26340,75,"RM",9049,"Corner","1Fam","2.5Sto",7,6,1916,1945,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",781,875,0,1698,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",1,232,"TA","TA",0,7,2005,"Normal",127699
26362,20,"RL",9554,"Inside","1Fam","1Story",7,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1193,0,0,1227,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,549,"TA","TA",0,6,2009,"Normal",155637
26406,20,"RL",9593,"Inside","1Fam","1Story",4,5,1964,1964,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",889,0,0,902,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,286,"TA","TA",0,7,2005,"Abnorml",88593
26472,20,"RL",9943,"Inside","1Fam","1Story",7,5,2000,1992,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1558,0,0,1652,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","Unf",2,470,"TA","TA",0,10,2008,"Normal",222619
26538,20,"RH",8630,"Inside","1Fam","1Story",4,4,1956,1956,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",1034,"Y",1015,0,0,1020,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,365,"TA","TA",0,11,2005,"Normal",89053
26626,60,"RL",11143,"Inside","1Fam","2Story",6,5,1987,1987,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1069,820,0,1764,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",2,463,"TA","TA",0,5,2010,"Normal",160649
26670,30,"RL",9234,"Inside","1Fam","1Story",4,6,1941,1943,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",357,"Y",691,0,0,652,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd","Unf",1,243,"TA","TA",0,8,2008,"Normal",128503
26736,20,"RL",6901,"Inside","1Fam","1Story",5,5,1965,1965,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",172,"Y",938,0,0,863,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","RFn",1,397,"TA","TA",0,5,2006,"Normal",110335
26824,160,"RM",1607,"Inside","Twnhs","2Story",6,5,1965,1965,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",653,520,0,1200,1,1,3,1,"TA",7,"Typ",0,NA,NA,NA,0,0,NA,NA,0,4,2006,"Abnorml",69793
26846,20,"RL",7977,"Inside","1Fam","1Story",5,5,1954,1954,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",313,"Y",940,0,0,886,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,298,"TA","TA",0,11,2006,"Abnorml",108941
26912,20,"RL",10400,"Inside","1Fam","1Story",5,3,1946,1946,"Hip","TA","TA","CBlock","TA","Fa","No","LwQ",772,"N",2149,0,0,2171,2,0,4,1,"TA",7,"Mod",0,NA,"Detchd","Unf",2,512,"TA","TA",0,10,2005,"Normal",110716
27044,80,"RL",8247,"Inside","1Fam","2.5Sto",5,5,1958,1958,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",660,"Y",1535,0,0,1457,2,0,4,1,"TA",7,"Maj",0,NA,"Other","Unf",1,392,"TA","TA",0,8,2008,"Normal",125228
27110,90,"RL",9604,"FR2","Duplex","1Story",4,5,1961,1961,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"Y",1205,0,0,1208,2,0,2,2,"TA",6,"Typ",0,NA,"Other","Unf",2,474,"TA","TA",0,3,2006,"Normal",97134
27220,60,"RL",11867,"FR2","1Fam","2Story",7,5,2004,2003,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",817,1136,0,1964,2,1,4,1,"Gd",8,"Typ",1,"Gd","Other","Fin",2,438,"TA","TA",0,9,2006,"Normal",206490
27242,20,"RL",13591,"Inside","1Fam","1Story",6,5,1997,1997,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1173,0,0,1141,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",2,477,"TA","TA",0,3,2006,"Abnorml",165341
27264,20,"RL",9220,"Inside","1Fam","1Story",8,5,2005,2005,"Hip","Gd","TA","PConc","Gd","TA","Av","GLQ",408,"Y",1537,0,0,1428,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd","RFn",2,452,"TA","TA",0,12,2006,"Normal",311876
27352,20,"RL",14454,"Inside","1Fam","1Story",10,5,2000,2000,"Gable","Ex","TA","PConc","Ex","Gd","Gd","GLQ",1394,"Y",2106,0,0,2084,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd","Fin",3,820,"TA","TA",0,9,2006,"Abnorml",476536
27396,80,"RL",12372,"Inside","1Fam","2.5Sto",6,7,1984,1993,"Hip","TA","TA","CBlock","Gd","TA","No","Unf",0,"Y",1168,703,0,1924,3,1,3,1,"TA",7,"Typ",1,"TA","Other","Fin",2,496,"TA","TA",0,1,2007,"Abnorml",174352
27484,20,"RL",7071,"Inside","1Fam","1Story",5,7,1947,1947,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",537,"Y",1025,0,0,979,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,264,"TA","TA",0,5,2006,"Normal",95742
27528,120,"RL",3028,"Corner","TwnhsE","1Story",7,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1462,0,0,1391,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,468,"TA","TA",0,3,2006,"Normal",146204
27572,60,"RL",16897,"Inside","1Fam","2Story",7,7,1974,1995,"Gable","Gd","TA","CBlock","TA","TA","Gd","LwQ",124,"Y",1521,652,0,2217,2,1,3,1,"Gd",9,"Typ",2,"Gd","Attchd","RFn",2,509,"TA","TA",0,7,2007,"Normal",298031
27660,30,"RL",4004,"Corner","1Fam","1Story",5,8,1922,1948,"Gable","TA","TA","PConc","Fa","TA","No","Unf",0,"Y",865,0,0,825,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,7,2008,"Normal",75863
27748,20,"RL",9142,"Inside","1Fam","1Story",5,6,1947,1947,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",487,"Y",1089,0,0,1087,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,349,"TA","TA",0,6,2009,"Normal",122882
27770,50,"RL",11634,"Inside","1Fam","1.5Sto",4,5,1957,1980,"Gable","TA","TA","CBlock","TA","TA","Av","Unf",0,"Y",1128,656,0,1836,1,0,5,1,"TA",8,"Min",2,"TA","Attchd","Unf",1,301,"TA","TA",0,11,2008,"Normal",127683
27792,70,"RL",13071,"Inside","1Fam","2Story",6,6,1919,1941,"Hip","TA","TA","PConc","TA","TA","No","Unf",0,"Y",1110,747,0,1866,1,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","Unf",2,523,"TA","TA",0,7,2007,"Normal",186412
27836,160,"FV",3614,"FR2","TwnhsE","2Story",7,5,1997,1997,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",457,"Y",680,748,0,1521,2,1,3,1,"Gd",6,"Typ",0,NA,"Detchd","Unf",2,499,"TA","TA",0,3,2006,"Normal",228037
27858,190,"RM",10528,"Inside","Duplex","2.5Sto",7,4,1910,1949,"Hip","Fa","TA","CBlock","TA","TA","No","Unf",0,"N",935,970,0,1967,1,1,4,2,"TA",9,"Typ",1,"Gd","Detchd","Unf",1,304,"TA","TA",0,1,2006,"Normal",135039
27924,50,"RL",11640,"Inside","1Fam","1.5Sto",5,5,1951,1951,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",447,"Y",840,642,0,1527,1,1,3,1,"TA",7,"Typ",0,NA,"Attchd","Unf",1,302,"TA","TA",0,7,2006,"Normal",170863
27946,40,"RL",23182,"Inside","1Fam","1Story",7,6,1971,1971,"Flat","Gd","TA","PConc","Gd","TA","Gd","GLQ",1261,"Y",1278,197,0,1584,0,1,0,1,"Gd",4,"Typ",1,"TA","Attchd","Fin",2,564,"TA","TA",0,4,2009,"Normal",252030
27968,20,"RL",9133,"Inside","1Fam","1Story",6,7,1962,1962,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1471,0,0,1543,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",2,462,"TA","TA",0,8,2009,"Normal",139713
28012,80,"RL",11540,"Corner","1Fam","2.5Sto",6,7,1959,1996,"Gable","TA","TA","CBlock","TA","TA","Av","ALQ",728,"Y",1409,0,0,1371,1,0,2,1,"Ex",5,"Typ",1,"Gd","Other","RFn",1,314,"TA","TA",0,5,2008,"Normal",133751
28100,80,"RL",17641,"CulDSac","1Fam","2.5Sto",6,5,1967,1968,"Gable","TA","TA","CBlock","Gd","TA","Av","ALQ",522,"Y",1772,0,0,1733,1,1,3,1,"TA",7,"Typ",1,"Gd","Attchd","RFn",2,464,"TA","TA",0,6,2009,"Normal",224949
28122,60,"RL",9028,"Inside","1Fam","2Story",8,5,1995,1995,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",778,"Y",1171,935,0,2125,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",2,595,"TA","TA",0,3,2007,"Normal",292774
28144,50,"C",7735,"Inside","1Fam","1.5Sto",4,4,1920,1944,"Gable","TA","Gd","CBlock","TA","TA","No","Unf",0,"Y",698,420,0,1122,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","RFn",2,534,"TA","TA",0,4,2010,"Abnorml",82518
28188,20,"RL",7760,"CulDSac","1Fam","1Story",7,5,1989,1989,"Hip","TA","TA","CBlock","Gd","TA","No","ALQ",1095,"Y",1350,0,0,1386,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,484,"Gd","Gd",0,7,2005,"Normal",173024
28276,50,"RM",6148,"Inside","1Fam","1.5Sto",6,6,1939,1945,"Gable","TA","Fa","CBlock","TA","TA","No","Unf",0,"Y",820,561,0,1410,1,0,4,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",1,269,"TA","TA",0,5,2009,"Normal",150187
28298,20,"RL",9884,"Inside","1Fam","1Story",6,5,1957,1957,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",567,"Y",1337,0,0,1305,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","Unf",2,512,"TA","TA",0,6,2009,"Normal",123346
28320,20,"RL",37335,"Inside","1Fam","1Story",5,5,1959,1959,"Gable","TA","Gd","CBlock","TA","TA","Av","LwQ",846,"Y",1537,0,0,1598,2,0,4,1,"TA",7,"Typ",0,NA,"Attchd","Unf",2,393,"TA","TA",0,6,2006,"Normal",173373
28364,60,"RL",11250,"Inside","1Fam","2Story",8,5,1998,1998,"Gable","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Y",1164,861,0,2039,2,1,3,1,"Ex",8,"Typ",1,"Gd","Other","Fin",3,778,"TA","TA",0,10,2006,"Abnorml",338524
28452,60,"RL",9911,"Inside","1Fam","2Story",7,5,1973,1973,"Gable","TA","TA","PConc","Gd","TA","No","GLQ",189,"Y",844,866,0,1710,2,1,4,1,"TA",8,"Typ",1,"TA","Attchd","RFn",2,540,"TA","TA",0,3,2005,"Normal",128006
28562,60,"RL",63934,"Corner","1Fam","2Story",10,5,1999,1999,"Hip","Ex","TA","PConc","Ex","TA","Gd","GLQ",5473,"Y",4536,905,0,5376,2,1,3,1,"Ex",12,"Typ",3,"Gd","Attchd","Fin",2,1477,"TA","TA",488,1,2008,"Abnorml",140415
28606,60,"RL",10270,"CulDSac","1Fam","2Story",7,5,1989,1989,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",667,"Y",1000,992,0,1900,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd","Fin",2,467,"TA","TA",0,5,2008,"Normal",241415
28694,160,"RM",3367,"Inside","TwnhsE","2Story",7,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",991,728,0,1680,2,0,3,1,"Gd",7,"Maj",0,NA,"Detchd","Unf",2,397,"TA","TA",0,4,2006,"Normal",98615
28782,20,"RM",11665,"Inside","1Fam","1Story",5,7,1948,1995,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",150,"Y",1089,0,0,1139,1,0,2,1,"Gd",6,"Typ",0,NA,"Attchd","Unf",2,523,"TA","TA",0,5,2007,"Normal",138934
28848,20,"RL",8649,"Inside","1Fam","1Story",7,5,2005,2004,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",938,"Y",1296,0,0,1335,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,502,"TA","TA",0,1,2006,"Abnorml",172595
28870,60,"RL",9531,"Inside","1Fam","2Story",8,5,1987,1987,"Gable","Gd","TA","PConc","Ex","TA","No","GLQ",497,"Y",1512,1305,0,2873,2,1,4,1,"Gd",9,"Typ",1,"Ex","Attchd","RFn",2,726,"Gd","Gd",0,6,2007,"Normal",368613
28958,20,"RL",10021,"Inside","1Fam","1Story",8,5,2005,2005,"Gable","Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Y",1709,0,0,1613,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd","RFn",3,852,"TA","TA",0,1,2008,"Normal",312241
29024,20,"RL",10504,"Inside","1Fam","1Story",4,5,1948,1948,"Hip","TA","TA","PConc","TA","TA","No","ALQ",502,"Y",966,0,0,980,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,254,"TA","TA",0,2,2007,"Normal",132809
29046,20,"RL",8161,"Inside","1Fam","1Story",6,3,1949,1949,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",188,"Y",1420,0,0,1520,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","RFn",2,442,"TA","TA",0,6,2008,"Normal",183271
29178,30,"RH",4191,"Inside","1Fam","1Story",3,6,1931,1999,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",551,"Y",760,0,0,738,1,0,3,1,"Gd",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,5,2007,"Normal",72695
29222,50,"RM",10450,"Corner","1Fam","1.5Sto",6,7,1920,1945,"Gable","Gd","Gd","BrkTil","Gd","TA","No","LwQ",487,"Y",1636,1152,0,2658,2,0,5,1,"TA",8,"Mod",2,"TA","Detchd","Unf",2,529,"Fa","TA",0,6,2008,"Normal",250080
29310,20,"RL",9068,"Inside","1Fam","1Story",4,6,1938,1957,"Gable","TA","TA","CBlock","TA","TA","Mn","ALQ",699,"Y",841,0,0,854,1,0,2,1,"TA",3,"Typ",1,"Gd","Detchd","Unf",1,288,"Fa","Fa",0,5,2008,"Normal",80372
29332,50,"RM",7199,"Corner","1Fam","1.5Sto",5,6,1938,1993,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",770,570,0,1297,1,1,2,1,"Gd",6,"Typ",0,NA,"Detchd","Unf",1,303,"TA","TA",0,7,2006,"Normal",131603
29354,160,"RM",2307,"Inside","TwnhsE","2Story",5,6,1962,1962,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",777,"Y",742,627,0,1388,1,1,3,1,"TA",7,"Min",0,NA,"Attchd","Unf",2,450,"TA","TA",0,5,2008,"Normal",122856
29464,20,"RL",9445,"Corner","1Fam","1Story",5,7,1963,1963,"Hip","TA","Gd","CBlock","TA","TA","Mn","LwQ",372,"Y",848,0,0,888,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","RFn",1,290,"TA","TA",0,6,2005,"Normal",131980
29530,60,"RL",9027,"Inside","1Fam","2Story",8,5,1996,1996,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1344,840,0,2106,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",2,617,"TA","TA",0,8,2006,"Normal",189647
29552,50,"RL",7430,"Inside","1Fam","1.5Sto",6,6,1928,1948,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",1166,729,0,1885,1,1,3,1,"TA",9,"Typ",1,"TA","Detchd","Unf",2,334,"Fa","Fa",0,3,2008,"Normal",213774
29684,70,"RM",5173,"Inside","1Fam","2Story",8,5,1872,1980,"Gable","TA","Gd","BrkTil","TA","Fa","No","LwQ",255,"N",897,1183,212,2317,2,0,4,1,"TA",8,"Typ",0,NA,NA,NA,0,0,NA,NA,0,12,2007,"Normal",101345
29706,90,"RL",11623,"Inside","Duplex","2Story",5,5,1960,1960,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",516,"Y",1347,1344,0,2699,2,2,6,2,"TA",12,"Typ",0,NA,"Detchd","Unf",4,927,"TA","TA",0,8,2009,"Normal",168368
29750,50,"RM",5837,"Inside","1Fam","1.5Sto",6,9,1937,1991,"Gable","Gd","TA","BrkTil","TA","TA","No","Unf",0,"Y",771,375,0,1201,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",2,643,"TA","TA",0,7,2008,"Normal",136163
29816,80,"RL",10436,"Inside","1Fam","2.5Sto",7,6,1968,1986,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1177,677,0,1903,3,0,4,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",2,492,"TA","TA",0,9,2006,"Normal",181601
29926,70,"RL",9636,"Inside","1Fam","2Story",5,6,1921,1995,"Gable","TA","TA","BrkTil","TA","Fa","No","Unf",0,"Y",1010,1684,0,2623,3,1,4,1,"TA",8,"Typ",0,NA,"Other","RFn",2,634,"TA","TA",0,5,2007,"Normal",212882
29970,50,"RL",11998,"FR2","1Fam","1.5Sto",4,4,1920,2000,"Gable","TA","Gd","BrkTil","TA","Fa","No","Unf",0,"Y",1303,445,0,1800,2,0,4,1,"TA",7,"Typ",1,"Gd","Attchd","Unf",1,356,"TA","TA",0,6,2009,"Normal",98998
29992,60,"RL",8330,"Inside","1Fam","2Story",6,5,2006,1998,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",632,829,0,1426,2,1,3,1,"Gd",6,"Typ",1,"Gd","Other","Fin",2,448,"TA","TA",0,3,2007,"Abnorml",187197
30014,160,"FV",3108,"Inside","TwnhsE","2Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",509,579,80,1203,2,1,2,1,"Gd",4,"Typ",0,NA,"Detchd","RFn",2,488,"TA","TA",0,4,2006,"Abnorml",179691
30036,60,"FV",7752,"Inside","1Fam","2Story",7,5,1998,1998,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",546,"Y",792,825,0,1674,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,689,"TA","TA",0,1,2010,"Normal",167607
30124,20,"RL",10136,"FR2","1Fam","1Story",8,5,2002,2002,"Hip","Gd","TA","PConc","Gd","TA","Av","BLQ",363,"Y",1591,0,0,1728,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,513,"TA","TA",0,5,2010,"Normal",193921
30146,50,"RL",5302,"Corner","1Fam","1.5Sto",4,6,1920,1948,"Gable","Fa","TA","PConc","TA","TA","No","ALQ",301,"Y",827,543,0,1366,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","Fin",1,347,"TA","TA",0,10,2010,"Normal",112310
30168,80,"RL",9531,"Inside","1Fam","2.5Sto",6,6,1955,1989,"Hip","TA","TA","CBlock","TA","TA","Av","BLQ",866,"Y",1740,0,0,1649,1,0,3,1,"Gd",8,"Typ",1,"TA","Other","RFn",1,364,"TA","TA",0,10,2008,"Normal",200548
30234,60,"FV",10398,"Inside","1Fam","2Story",7,5,2001,2001,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1009,931,0,1957,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd","Fin",3,971,"TA","TA",0,7,2008,"Normal",239775
30278,30,"RL",6336,"Inside","1Fam","1Story",6,5,1930,1948,"Gable","TA","TA","BrkTil","Gd","TA","Mn","LwQ",395,"N",824,0,0,816,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,162,"Fa","TA",0,4,2008,"Normal",113547
